purchase_order_id,order_date,expected_delivery_date,warehouse_id,sku,supplier_id,ordered_units,unit_cost,status
PO-00564,2026-03-19,2026-03-22,WH-SOUTH,SKU-1113,SUP-004,96,1.94,received
PO-00565,2026-01-17,2026-01-23,WH-SOUTH,SKU-1098,SUP-005,120,4.85,received
PO-00566,2025-05-09,2025-05-15,WH-CENTER,SKU-1080,SUP-003,192,2.61,received
PO-00567,2026-05-06,2026-05-15,WH-NORTH,SKU-1075,SUP-003,132,3.09,received
PO-00568,2026-06-05,2026-06-08,WH-NORTH,SKU-1115,SUP-004,336,3.98,received
PO-00569,2025-09-06,2025-09-14,WH-NORTH,SKU-1077,SUP-003,96,1.82,received
PO-00570,2025-02-15,2025-02-21,WH-SOUTH,SKU-1087,SUP-003,84,3.99,received
PO-00571,2026-05-14,2026-05-22,WH-NORTH,SKU-1090,SUP-003,144,5.44,received
PO-00572,2025-06-01,2025-06-06,WH-SOUTH,SKU-1110,SUP-004,180,4.32,received
PO-00573,2025-09-03,2025-09-10,WH-CENTER,SKU-1021,SUP-006,252,0.63,received
PO-00574,2025-03-13,2025-03-17,WH-CENTER,SKU-1050,SUP-001,612,1.65,received
PO-00575,2025-07-19,2025-07-22,WH-SOUTH,SKU-1059,SUP-001,216,0.56,received
PO-00576,2025-02-09,2025-02-13,WH-NORTH,SKU-1008,SUP-002,234,1.94,received
PO-00577,2025-12-23,2025-12-27,WH-CENTER,SKU-1116,SUP-004,528,1.66,received
PO-00578,2025-05-26,2025-06-02,WH-CENTER,SKU-1020,SUP-006,384,2.27,received
PO-00579,2025-08-22,2025-08-25,WH-SOUTH,SKU-1041,SUP-001,456,3.57,received
PO-00580,2025-03-13,2025-03-20,WH-NORTH,SKU-1088,SUP-003,72,3.94,received
PO-00581,2025-08-09,2025-08-16,WH-CENTER,SKU-1085,SUP-003,48,2.74,received
PO-00582,2025-04-25,2025-04-29,WH-SOUTH,SKU-1036,SUP-001,384,4.34,received
PO-00583,2025-11-07,2025-11-14,WH-SOUTH,SKU-1075,SUP-003,192,3.09,received
PO-00584,2026-05-26,2026-05-31,WH-CENTER,SKU-1037,SUP-001,192,1.61,received
PO-00585,2025-04-19,2025-04-24,WH-NORTH,SKU-1116,SUP-004,240,1.66,received
PO-00586,2025-11-25,2025-12-02,WH-NORTH,SKU-1082,SUP-003,168,4.09,received
PO-00587,2025-02-26,2025-03-05,WH-CENTER,SKU-1061,SUP-003,96,3.5,received
PO-00588,2025-09-28,2025-10-06,WH-NORTH,SKU-1105,SUP-005,96,4.03,received
PO-00589,2026-02-13,2026-02-21,WH-CENTER,SKU-1101,SUP-005,60,3.95,received
PO-00590,2025-05-26,2025-06-02,WH-SOUTH,SKU-1095,SUP-005,48,5.63,received
PO-00591,2025-12-06,2025-12-10,WH-NORTH,SKU-1115,SUP-004,384,3.98,received
PO-00592,2026-01-29,2026-02-06,WH-SOUTH,SKU-1072,SUP-003,72,5.09,received
PO-00593,2025-08-15,2025-08-23,WH-CENTER,SKU-1069,SUP-003,48,7.01,received
PO-00594,2025-11-19,2025-11-24,WH-NORTH,SKU-1004,SUP-002,96,1.58,received
PO-00595,2026-04-11,2026-04-18,WH-SOUTH,SKU-1082,SUP-003,84,4.09,received
PO-00596,2025-03-30,2025-04-06,WH-NORTH,SKU-1061,SUP-003,96,3.5,received
PO-00597,2025-06-24,2025-07-01,WH-SOUTH,SKU-1063,SUP-003,96,4.14,received
PO-00598,2025-02-15,2025-02-18,WH-NORTH,SKU-1036,SUP-001,660,4.34,received
PO-00599,2026-01-31,2026-02-07,WH-CENTER,SKU-1061,SUP-003,48,3.5,received
PO-00600,2025-04-08,2025-04-11,WH-CENTER,SKU-1035,SUP-001,414,2.21,received
PO-00601,2026-03-17,2026-03-24,WH-NORTH,SKU-1073,SUP-003,72,6.24,received
PO-00602,2026-02-27,2026-03-04,WH-CENTER,SKU-1035,SUP-001,126,2.21,received
PO-00603,2026-05-16,2026-05-23,WH-NORTH,SKU-1104,SUP-005,192,7.89,received
PO-00604,2025-08-18,2025-08-20,WH-CENTER,SKU-1042,SUP-001,192,1.29,received
PO-00605,2025-09-13,2025-09-17,WH-SOUTH,SKU-1115,SUP-004,216,3.98,received
PO-00606,2026-05-19,2026-05-23,WH-NORTH,SKU-1004,SUP-002,288,1.58,received
PO-00607,2025-05-14,2025-05-22,WH-CENTER,SKU-1105,SUP-005,48,4.03,received
PO-00608,2025-05-05,2025-05-12,WH-NORTH,SKU-1013,SUP-002,576,1.73,received
PO-00609,2025-06-12,2025-06-20,WH-NORTH,SKU-1087,SUP-003,84,3.99,received
PO-00610,2025-06-25,2025-07-03,WH-CENTER,SKU-1099,SUP-005,48,2.61,received
PO-00611,2025-06-29,2025-07-02,WH-CENTER,SKU-1117,SUP-004,396,3.38,received
PO-00612,2025-10-15,2025-10-20,WH-SOUTH,SKU-1008,SUP-002,306,1.94,received
PO-00613,2025-01-05,2025-01-10,WH-SOUTH,SKU-1108,SUP-004,390,1.87,received
PO-00614,2025-01-26,2025-01-31,WH-NORTH,SKU-1024,SUP-006,336,1.65,received
PO-00615,2025-11-08,2025-11-13,WH-SOUTH,SKU-1004,SUP-002,144,1.58,received
PO-00616,2025-09-10,2025-09-14,WH-CENTER,SKU-1019,SUP-006,384,0.93,received
PO-00617,2026-05-25,2026-05-29,WH-CENTER,SKU-1050,SUP-001,288,1.65,received
PO-00618,2025-06-14,2025-06-23,WH-SOUTH,SKU-1087,SUP-003,72,3.99,received
PO-00619,2025-09-18,2025-09-23,WH-NORTH,SKU-1025,SUP-006,48,0.78,received
PO-00620,2025-07-02,2025-07-09,WH-NORTH,SKU-1067,SUP-003,144,2.13,received
PO-00621,2025-05-02,2025-05-06,WH-CENTER,SKU-1054,SUP-001,144,1.53,received
PO-00622,2025-07-03,2025-07-10,WH-SOUTH,SKU-1070,SUP-003,84,4.73,received
PO-00623,2026-05-31,2026-06-03,WH-CENTER,SKU-1037,SUP-001,672,1.61,received
PO-00624,2026-05-05,2026-05-11,WH-NORTH,SKU-1119,SUP-004,192,2.85,received
PO-00625,2025-05-18,2025-05-24,WH-SOUTH,SKU-1023,SUP-006,516,1.74,received
PO-00626,2025-04-13,2025-04-18,WH-CENTER,SKU-1026,SUP-006,552,2.75,received
PO-00627,2025-08-12,2025-08-19,WH-NORTH,SKU-1025,SUP-006,168,0.78,received
PO-00628,2025-11-24,2025-11-27,WH-SOUTH,SKU-1042,SUP-001,408,1.29,received
PO-00629,2025-02-14,2025-02-23,WH-SOUTH,SKU-1090,SUP-003,192,5.44,received
PO-00630,2025-11-07,2025-11-12,WH-CENTER,SKU-1006,SUP-002,210,1.01,received
PO-00631,2025-12-26,2025-12-29,WH-CENTER,SKU-1057,SUP-001,432,0.97,received
PO-00632,2026-02-17,2026-02-22,WH-CENTER,SKU-1017,SUP-006,336,1.15,received
PO-00633,2026-01-05,2026-01-13,WH-SOUTH,SKU-1084,SUP-003,168,3.85,received
PO-00634,2025-10-07,2025-10-14,WH-NORTH,SKU-1018,SUP-006,72,1.58,received
PO-00635,2025-07-05,2025-07-11,WH-NORTH,SKU-1075,SUP-003,150,3.09,received
PO-00636,2025-03-31,2025-04-08,WH-NORTH,SKU-1097,SUP-005,96,6.87,received
PO-00637,2025-12-27,2026-01-03,WH-CENTER,SKU-1061,SUP-003,48,3.5,received
PO-00638,2026-06-05,2026-06-10,WH-NORTH,SKU-1045,SUP-001,174,1.22,received
PO-00639,2025-07-02,2025-07-08,WH-SOUTH,SKU-1115,SUP-004,312,3.98,received
PO-00640,2026-05-23,2026-05-25,WH-SOUTH,SKU-1035,SUP-001,120,2.21,received
PO-00641,2025-06-11,2025-06-18,WH-SOUTH,SKU-1084,SUP-003,48,3.85,received
PO-00642,2025-06-19,2025-06-21,WH-SOUTH,SKU-1046,SUP-001,336,0.6,received
PO-00643,2025-11-07,2025-11-09,WH-NORTH,SKU-1036,SUP-001,636,4.34,received
PO-00644,2026-04-28,2026-05-01,WH-NORTH,SKU-1036,SUP-001,528,4.34,received
PO-00645,2026-06-09,2026-06-12,WH-SOUTH,SKU-1048,SUP-001,168,1.15,delayed
PO-00646,2026-05-13,2026-05-16,WH-SOUTH,SKU-1039,SUP-001,144,0.95,received
PO-00647,2025-09-20,2025-09-23,WH-SOUTH,SKU-1046,SUP-001,480,0.6,received
PO-00648,2025-07-08,2025-07-11,WH-SOUTH,SKU-1038,SUP-001,60,1.48,received
PO-00649,2025-05-10,2025-05-18,WH-SOUTH,SKU-1078,SUP-003,84,4.04,received
PO-00650,2026-02-09,2026-02-16,WH-SOUTH,SKU-1003,SUP-002,408,0.63,received
PO-00651,2025-12-11,2025-12-16,WH-CENTER,SKU-1118,SUP-004,564,2.19,received
PO-00652,2025-04-24,2025-04-28,WH-SOUTH,SKU-1111,SUP-004,528,3.72,received
PO-00653,2025-08-21,2025-08-28,WH-SOUTH,SKU-1082,SUP-003,96,4.09,received
PO-00654,2026-02-25,2026-03-02,WH-NORTH,SKU-1119,SUP-004,72,2.85,received
PO-00655,2025-08-07,2025-08-09,WH-NORTH,SKU-1050,SUP-001,372,1.65,received
PO-00656,2025-07-06,2025-07-13,WH-SOUTH,SKU-1076,SUP-003,72,2.45,received
PO-00657,2026-05-07,2026-05-14,WH-CENTER,SKU-1086,SUP-003,276,3.07,received
PO-00658,2026-02-05,2026-02-10,WH-SOUTH,SKU-1001,SUP-002,84,1.28,received
PO-00659,2025-12-21,2025-12-28,WH-CENTER,SKU-1074,SUP-003,240,3.05,received
PO-00660,2025-08-20,2025-08-23,WH-NORTH,SKU-1041,SUP-001,432,3.57,received
PO-00661,2025-06-24,2025-07-01,WH-NORTH,SKU-1080,SUP-003,216,2.61,received
PO-00662,2026-04-05,2026-04-08,WH-SOUTH,SKU-1039,SUP-001,384,0.95,received
PO-00663,2025-01-21,2025-01-30,WH-CENTER,SKU-1084,SUP-003,96,3.85,received
PO-00664,2025-11-19,2025-11-28,WH-CENTER,SKU-1063,SUP-003,192,4.14,received
PO-00665,2025-11-14,2025-11-22,WH-NORTH,SKU-1075,SUP-003,258,3.09,received
PO-00666,2025-04-18,2025-04-25,WH-NORTH,SKU-1078,SUP-003,72,4.04,received
PO-00667,2025-08-04,2025-08-08,WH-CENTER,SKU-1052,SUP-001,480,1.51,received
PO-00668,2026-06-09,2026-06-14,WH-CENTER,SKU-1020,SUP-006,288,2.27,ordered
PO-00669,2025-01-24,2025-01-26,WH-SOUTH,SKU-1054,SUP-001,138,1.53,received
PO-00670,2026-06-05,2026-06-11,WH-CENTER,SKU-1104,SUP-005,72,7.89,ordered
PO-00671,2025-01-08,2025-01-17,WH-CENTER,SKU-1074,SUP-003,72,3.05,received
PO-00672,2025-08-04,2025-08-13,WH-CENTER,SKU-1089,SUP-003,192,2.12,received
PO-00673,2025-11-29,2025-12-02,WH-CENTER,SKU-1041,SUP-001,468,3.57,received
PO-00674,2025-03-11,2025-03-19,WH-SOUTH,SKU-1096,SUP-005,72,7.66,received
PO-00675,2025-08-22,2025-08-29,WH-NORTH,SKU-1027,SUP-006,240,2.25,received
PO-00676,2025-04-06,2025-04-13,WH-CENTER,SKU-1061,SUP-003,96,3.5,received
PO-00677,2026-04-15,2026-04-19,WH-SOUTH,SKU-1109,SUP-004,456,2.43,received
PO-00678,2026-03-21,2026-03-27,WH-NORTH,SKU-1084,SUP-003,24,3.85,received
PO-00679,2026-01-04,2026-01-11,WH-NORTH,SKU-1061,SUP-003,96,3.5,received
PO-00680,2026-05-29,2026-06-05,WH-CENTER,SKU-1075,SUP-003,156,3.09,received
PO-00681,2025-05-20,2025-05-29,WH-NORTH,SKU-1065,SUP-003,108,5.73,received
PO-00682,2026-02-27,2026-03-06,WH-CENTER,SKU-1082,SUP-003,156,4.09,received
PO-00683,2026-06-06,2026-06-12,WH-NORTH,SKU-1077,SUP-003,72,1.82,ordered
PO-00684,2026-05-09,2026-05-11,WH-SOUTH,SKU-1052,SUP-001,420,1.51,received
PO-00685,2026-02-15,2026-02-24,WH-SOUTH,SKU-1074,SUP-003,240,3.05,received
PO-00686,2026-01-16,2026-01-22,WH-SOUTH,SKU-1012,SUP-002,540,1.48,received
PO-00687,2025-12-05,2025-12-13,WH-NORTH,SKU-1071,SUP-003,168,2.93,received
PO-00688,2026-04-17,2026-04-21,WH-NORTH,SKU-1040,SUP-001,48,3.06,received
PO-00689,2025-05-12,2025-05-15,WH-SOUTH,SKU-1047,SUP-001,204,1.03,received
PO-00690,2026-01-30,2026-02-04,WH-NORTH,SKU-1015,SUP-002,552,2.14,received
PO-00691,2026-03-16,2026-03-22,WH-NORTH,SKU-1065,SUP-003,96,5.73,received
PO-00692,2025-05-06,2025-05-11,WH-SOUTH,SKU-1116,SUP-004,816,1.66,received
PO-00693,2026-04-28,2026-05-02,WH-SOUTH,SKU-1019,SUP-006,672,0.93,received
PO-00694,2025-04-21,2025-04-27,WH-NORTH,SKU-1063,SUP-003,144,4.14,received
PO-00695,2025-11-29,2025-12-02,WH-NORTH,SKU-1046,SUP-001,192,0.6,received
PO-00696,2025-09-05,2025-09-07,WH-NORTH,SKU-1052,SUP-001,252,1.51,received
PO-00697,2025-11-05,2025-11-10,WH-SOUTH,SKU-1106,SUP-004,192,3.09,received
PO-00698,2026-04-06,2026-04-11,WH-NORTH,SKU-1104,SUP-005,120,7.89,received
PO-00699,2026-05-17,2026-05-24,WH-CENTER,SKU-1068,SUP-003,120,6.85,received
PO-00700,2025-10-09,2025-10-17,WH-CENTER,SKU-1077,SUP-003,48,1.82,received
PO-00701,2025-06-12,2025-06-19,WH-NORTH,SKU-1062,SUP-003,228,4.58,received
PO-00702,2026-04-09,2026-04-13,WH-NORTH,SKU-1106,SUP-004,144,3.09,received
PO-00703,2025-10-18,2025-10-22,WH-NORTH,SKU-1002,SUP-002,720,0.76,received
PO-00704,2025-10-09,2025-10-18,WH-NORTH,SKU-1061,SUP-003,96,3.5,received
PO-00705,2025-07-23,2025-07-27,WH-SOUTH,SKU-1003,SUP-002,642,0.63,received
PO-00706,2026-03-09,2026-03-11,WH-SOUTH,SKU-1039,SUP-001,288,0.95,received
PO-00707,2025-11-11,2025-11-18,WH-SOUTH,SKU-1074,SUP-003,72,3.05,received
PO-00708,2025-02-05,2025-02-11,WH-SOUTH,SKU-1105,SUP-005,48,4.03,received
PO-00709,2025-05-01,2025-05-05,WH-CENTER,SKU-1041,SUP-001,96,3.57,received
PO-00710,2025-01-13,2025-01-16,WH-NORTH,SKU-1036,SUP-001,576,4.34,received
PO-00711,2025-09-30,2025-10-05,WH-NORTH,SKU-1054,SUP-001,252,1.53,received
PO-00712,2025-09-10,2025-09-15,WH-CENTER,SKU-1028,SUP-006,216,2.12,received
PO-00713,2025-11-06,2025-11-13,WH-CENTER,SKU-1022,SUP-006,144,2.09,received
PO-00714,2025-09-09,2025-09-11,WH-SOUTH,SKU-1050,SUP-001,216,1.65,received
PO-00715,2026-01-25,2026-01-30,WH-CENTER,SKU-1048,SUP-001,270,1.15,received
PO-00716,2026-04-19,2026-04-24,WH-CENTER,SKU-1013,SUP-002,180,1.73,received
PO-00717,2025-05-26,2025-05-28,WH-NORTH,SKU-1035,SUP-001,102,2.21,received
PO-00718,2025-03-26,2025-04-02,WH-NORTH,SKU-1026,SUP-006,432,2.75,received
PO-00719,2025-12-27,2026-01-01,WH-NORTH,SKU-1030,SUP-006,96,0.79,received
PO-00720,2025-12-10,2025-12-16,WH-NORTH,SKU-1009,SUP-002,564,1.63,received
PO-00721,2025-12-20,2025-12-28,WH-CENTER,SKU-1074,SUP-003,312,3.05,received
PO-00722,2026-02-08,2026-02-14,WH-NORTH,SKU-1095,SUP-005,192,5.63,received
PO-00723,2026-01-25,2026-01-31,WH-NORTH,SKU-1093,SUP-005,240,6.13,received
PO-00724,2025-02-24,2025-03-01,WH-CENTER,SKU-1034,SUP-001,96,0.96,received
PO-00725,2025-03-04,2025-03-11,WH-SOUTH,SKU-1080,SUP-003,192,2.61,received
PO-00726,2025-01-08,2025-01-13,WH-NORTH,SKU-1028,SUP-006,432,2.12,received
PO-00727,2026-03-09,2026-03-17,WH-NORTH,SKU-1090,SUP-003,48,5.44,received
PO-00728,2026-02-21,2026-02-28,WH-SOUTH,SKU-1083,SUP-003,168,2.55,received
PO-00729,2026-02-25,2026-03-04,WH-SOUTH,SKU-1022,SUP-006,480,2.09,received
PO-00730,2025-11-28,2025-12-02,WH-NORTH,SKU-1010,SUP-002,516,1.37,received
PO-00731,2026-03-23,2026-03-31,WH-CENTER,SKU-1097,SUP-005,288,6.87,received
PO-00732,2026-04-13,2026-04-18,WH-CENTER,SKU-1056,SUP-001,264,1.17,received
PO-00733,2026-04-07,2026-04-14,WH-SOUTH,SKU-1063,SUP-003,48,4.14,received
PO-00734,2025-12-15,2025-12-21,WH-SOUTH,SKU-1018,SUP-006,336,1.58,received
PO-00735,2026-05-27,2026-06-02,WH-NORTH,SKU-1017,SUP-006,336,1.15,received
PO-00736,2026-02-26,2026-03-05,WH-SOUTH,SKU-1009,SUP-002,144,1.63,received
PO-00737,2026-04-09,2026-04-12,WH-SOUTH,SKU-1054,SUP-001,312,1.53,received
PO-00738,2026-03-21,2026-03-27,WH-NORTH,SKU-1081,SUP-003,120,3.74,received
PO-00739,2025-03-22,2025-03-29,WH-NORTH,SKU-1072,SUP-003,72,5.09,received
PO-00740,2025-07-18,2025-07-21,WH-NORTH,SKU-1049,SUP-001,90,0.53,received
PO-00741,2026-03-21,2026-03-25,WH-CENTER,SKU-1053,SUP-001,648,1.54,received
PO-00742,2026-01-12,2026-01-18,WH-NORTH,SKU-1030,SUP-006,144,0.79,received
PO-00743,2025-11-02,2025-11-08,WH-CENTER,SKU-1107,SUP-004,456,6.06,received
PO-00744,2025-04-03,2025-04-09,WH-NORTH,SKU-1010,SUP-002,366,1.37,received
PO-00745,2026-05-10,2026-05-14,WH-CENTER,SKU-1053,SUP-001,300,1.54,received
PO-00746,2025-06-16,2025-06-20,WH-NORTH,SKU-1051,SUP-001,636,1.37,received
PO-00747,2026-04-11,2026-04-18,WH-NORTH,SKU-1089,SUP-003,192,2.12,received
PO-00748,2025-04-04,2025-04-10,WH-NORTH,SKU-1087,SUP-003,36,3.99,received
PO-00749,2025-01-22,2025-01-27,WH-CENTER,SKU-1047,SUP-001,156,1.03,received
PO-00750,2025-05-18,2025-05-24,WH-NORTH,SKU-1114,SUP-004,96,2.92,received
PO-00751,2025-11-05,2025-11-10,WH-NORTH,SKU-1025,SUP-006,120,0.78,received
PO-00752,2026-02-11,2026-02-16,WH-NORTH,SKU-1007,SUP-002,288,1.15,received
PO-00753,2026-06-05,2026-06-08,WH-NORTH,SKU-1043,SUP-001,228,2.58,received
PO-00754,2025-04-23,2025-04-29,WH-NORTH,SKU-1094,SUP-005,96,6.57,received
PO-00755,2025-07-21,2025-07-28,WH-SOUTH,SKU-1061,SUP-003,96,3.5,received
PO-00756,2025-11-13,2025-11-22,WH-SOUTH,SKU-1078,SUP-003,180,4.04,received
PO-00757,2026-04-26,2026-04-29,WH-SOUTH,SKU-1118,SUP-004,732,2.19,received
PO-00758,2025-09-18,2025-09-22,WH-SOUTH,SKU-1011,SUP-002,432,2.11,received
PO-00759,2025-05-24,2025-05-31,WH-CENTER,SKU-1085,SUP-003,96,2.74,received
PO-00760,2025-07-24,2025-07-30,WH-CENTER,SKU-1112,SUP-004,180,4.53,received
PO-00761,2025-09-25,2025-09-27,WH-CENTER,SKU-1053,SUP-001,612,1.54,received
PO-00762,2025-01-24,2025-02-01,WH-NORTH,SKU-1086,SUP-003,204,3.07,received
PO-00763,2025-11-27,2025-12-05,WH-NORTH,SKU-1088,SUP-003,30,3.94,received
PO-00764,2025-08-26,2025-08-31,WH-CENTER,SKU-1106,SUP-004,144,3.09,received
PO-00765,2025-05-23,2025-05-26,WH-NORTH,SKU-1049,SUP-001,264,0.53,received
PO-00766,2025-04-07,2025-04-14,WH-SOUTH,SKU-1099,SUP-005,48,2.61,received
PO-00767,2025-09-24,2025-09-29,WH-SOUTH,SKU-1060,SUP-001,672,1.65,received
PO-00768,2026-01-19,2026-01-21,WH-CENTER,SKU-1047,SUP-001,144,1.03,received
PO-00769,2025-03-25,2025-03-30,WH-NORTH,SKU-1007,SUP-002,576,1.15,received
PO-00770,2026-01-30,2026-02-06,WH-CENTER,SKU-1065,SUP-003,48,5.73,received
PO-00771,2025-06-11,2025-06-14,WH-SOUTH,SKU-1050,SUP-001,420,1.65,received
PO-00772,2025-12-25,2025-12-30,WH-SOUTH,SKU-1020,SUP-006,288,2.27,received
PO-00773,2025-08-22,2025-08-28,WH-CENTER,SKU-1102,SUP-005,96,6.34,received
PO-00774,2025-03-14,2025-03-20,WH-CENTER,SKU-1093,SUP-005,144,6.13,received
PO-00775,2025-03-05,2025-03-10,WH-CENTER,SKU-1008,SUP-002,312,1.94,received
PO-00776,2025-01-19,2025-01-28,WH-NORTH,SKU-1088,SUP-003,102,3.94,received
PO-00777,2025-02-18,2025-02-21,WH-CENTER,SKU-1041,SUP-001,132,3.57,received
PO-00778,2026-06-07,2026-06-16,WH-CENTER,SKU-1073,SUP-003,60,6.24,ordered
PO-00779,2025-01-13,2025-01-16,WH-CENTER,SKU-1045,SUP-001,462,1.22,received
PO-00780,2025-12-18,2025-12-22,WH-SOUTH,SKU-1049,SUP-001,48,0.53,received
PO-00781,2025-04-09,2025-04-14,WH-CENTER,SKU-1029,SUP-006,288,1.32,received
PO-00782,2025-11-09,2025-11-16,WH-SOUTH,SKU-1094,SUP-005,240,6.57,received
PO-00783,2025-05-13,2025-05-18,WH-CENTER,SKU-1009,SUP-002,432,1.63,received
PO-00784,2025-03-04,2025-03-11,WH-CENTER,SKU-1061,SUP-003,96,3.5,received
PO-00785,2025-06-13,2025-06-18,WH-CENTER,SKU-1012,SUP-002,228,1.48,received
PO-00786,2025-03-21,2025-03-26,WH-NORTH,SKU-1111,SUP-004,600,3.72,received
PO-00787,2025-01-20,2025-01-26,WH-SOUTH,SKU-1004,SUP-002,384,1.58,received
PO-00788,2025-02-24,2025-03-02,WH-CENTER,SKU-1010,SUP-002,456,1.37,received
PO-00789,2026-02-08,2026-02-16,WH-CENTER,SKU-1090,SUP-003,144,5.44,received
PO-00790,2025-07-24,2025-07-28,WH-CENTER,SKU-1106,SUP-004,240,3.09,received
PO-00791,2025-11-19,2025-11-27,WH-NORTH,SKU-1100,SUP-005,48,2.96,received
PO-00792,2025-11-28,2025-12-03,WH-NORTH,SKU-1096,SUP-005,72,7.66,received
PO-00793,2025-05-31,2025-06-04,WH-SOUTH,SKU-1039,SUP-001,432,0.95,received
PO-00794,2025-10-15,2025-10-22,WH-SOUTH,SKU-1105,SUP-005,96,4.03,received
PO-00795,2025-11-19,2025-11-26,WH-SOUTH,SKU-1064,SUP-003,72,3.55,received
PO-00796,2025-04-02,2025-04-07,WH-NORTH,SKU-1057,SUP-001,258,0.97,received
PO-00797,2025-03-05,2025-03-10,WH-NORTH,SKU-1028,SUP-006,336,2.12,received
PO-00798,2025-03-23,2025-03-25,WH-CENTER,SKU-1052,SUP-001,360,1.51,received
PO-00799,2026-05-23,2026-05-28,WH-SOUTH,SKU-1006,SUP-002,150,1.01,received
PO-00800,2025-01-25,2025-01-31,WH-NORTH,SKU-1096,SUP-005,72,7.66,received
PO-00801,2025-06-11,2025-06-17,WH-CENTER,SKU-1011,SUP-002,288,2.11,received
PO-00802,2025-04-30,2025-05-05,WH-CENTER,SKU-1106,SUP-004,384,3.09,received
PO-00803,2026-03-23,2026-03-30,WH-NORTH,SKU-1024,SUP-006,576,1.65,received
PO-00804,2025-01-30,2025-02-02,WH-SOUTH,SKU-1051,SUP-001,744,1.37,received
PO-00805,2025-05-29,2025-06-07,WH-NORTH,SKU-1086,SUP-003,252,3.07,received
PO-00806,2025-12-28,2026-01-03,WH-NORTH,SKU-1079,SUP-003,48,2.87,received
PO-00807,2026-05-24,2026-06-01,WH-SOUTH,SKU-1080,SUP-003,168,2.61,received
PO-00808,2025-09-05,2025-09-12,WH-NORTH,SKU-1102,SUP-005,144,6.34,received
PO-00809,2025-06-27,2025-06-30,WH-CENTER,SKU-1039,SUP-001,336,0.95,received
PO-00810,2026-04-04,2026-04-10,WH-CENTER,SKU-1114,SUP-004,336,2.92,received
PO-00811,2025-05-24,2025-05-29,WH-SOUTH,SKU-1107,SUP-004,558,6.06,received
PO-00812,2025-11-09,2025-11-18,WH-CENTER,SKU-1086,SUP-003,204,3.07,received
PO-00813,2025-06-07,2025-06-12,WH-NORTH,SKU-1119,SUP-004,72,2.85,received
PO-00814,2025-03-08,2025-03-10,WH-NORTH,SKU-1049,SUP-001,66,0.53,received
PO-00815,2026-06-09,2026-06-15,WH-SOUTH,SKU-1086,SUP-003,192,3.07,delayed
PO-00816,2025-05-08,2025-05-14,WH-CENTER,SKU-1104,SUP-005,180,7.89,received
PO-00817,2026-04-14,2026-04-19,WH-SOUTH,SKU-1030,SUP-006,288,0.79,received
PO-00818,2026-04-11,2026-04-18,WH-SOUTH,SKU-1015,SUP-002,576,2.14,received
PO-00819,2025-06-08,2025-06-12,WH-CENTER,SKU-1021,SUP-006,372,0.63,received
PO-00820,2025-02-03,2025-02-06,WH-CENTER,SKU-1043,SUP-001,324,2.58,received
PO-00821,2026-05-18,2026-05-21,WH-CENTER,SKU-1051,SUP-001,204,1.37,received
PO-00822,2026-02-07,2026-02-13,WH-NORTH,SKU-1080,SUP-003,144,2.61,received
PO-00823,2025-06-19,2025-06-22,WH-CENTER,SKU-1048,SUP-001,78,1.15,received
PO-00824,2025-10-26,2025-10-30,WH-SOUTH,SKU-1007,SUP-002,672,1.15,received
PO-00825,2025-09-20,2025-09-27,WH-CENTER,SKU-1081,SUP-003,48,3.74,received
PO-00826,2025-05-03,2025-05-12,WH-SOUTH,SKU-1080,SUP-003,216,2.61,received
PO-00827,2026-01-25,2026-01-29,WH-SOUTH,SKU-1118,SUP-004,726,2.19,received
PO-00828,2026-03-25,2026-03-31,WH-CENTER,SKU-1066,SUP-003,120,1.42,received
PO-00829,2025-08-17,2025-08-25,WH-SOUTH,SKU-1077,SUP-003,240,1.82,received
PO-00830,2025-04-16,2025-04-23,WH-CENTER,SKU-1067,SUP-003,144,2.13,received
PO-00831,2025-03-26,2025-04-02,WH-SOUTH,SKU-1083,SUP-003,132,2.55,received
PO-00832,2026-04-17,2026-04-24,WH-SOUTH,SKU-1088,SUP-003,24,3.94,received
PO-00833,2025-09-12,2025-09-17,WH-SOUTH,SKU-1009,SUP-002,552,1.63,received
PO-00834,2026-05-17,2026-05-23,WH-SOUTH,SKU-1097,SUP-005,96,6.87,received
PO-00835,2026-04-26,2026-05-03,WH-SOUTH,SKU-1025,SUP-006,72,0.78,received
PO-00836,2026-01-22,2026-01-30,WH-SOUTH,SKU-1073,SUP-003,24,6.24,received
PO-00837,2025-09-28,2025-09-30,WH-SOUTH,SKU-1045,SUP-001,204,1.22,received
PO-00838,2025-05-10,2025-05-16,WH-CENTER,SKU-1023,SUP-006,570,1.74,received
PO-00839,2026-01-13,2026-01-21,WH-SOUTH,SKU-1067,SUP-003,144,2.13,received
PO-00840,2025-09-21,2025-09-28,WH-NORTH,SKU-1081,SUP-003,96,3.74,received
PO-00841,2025-06-26,2025-06-28,WH-NORTH,SKU-1058,SUP-001,240,1.68,received
PO-00842,2025-08-21,2025-08-26,WH-SOUTH,SKU-1095,SUP-005,144,5.63,received
PO-00843,2026-06-06,2026-06-15,WH-CENTER,SKU-1090,SUP-003,192,5.44,delayed
PO-00844,2026-06-03,2026-06-07,WH-NORTH,SKU-1120,SUP-004,336,1.6,received
PO-00845,2026-05-13,2026-05-19,WH-CENTER,SKU-1030,SUP-006,336,0.79,received
